edu,edur,race,citizen,usborn,boyorgirl,son,daughter,leadership,lifesatisfaction,discrimination,publicoffice,happywithlife,femaleoffice,femaledisc,femaleleader,censusregion,communitytype,language,gender,age,party,partyln,ideology,milnow,popdensity,standingup,keepgovhonest,compromise,publicsafety,dealsocialissue,representpublic,nationalsecurity,standingupr,keepgovhonestr,compromiser,publicsafetyr,dealsocialissuer,representpublicr,nationalsecurityr
four year college,college,white,US citizen,US born,either,yes,yes,21.43,83,47.06,100,yes,yes,no,no,south,S,English,male,60,Republica,Do not know,very conservative,yes both,low,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
four year college,college,white,US citizen,US born,girl,no,yes,35.71,NA,29.41,100,NA,yes,no,no,midwest,U,English,male,65,Republica,Republican,NA,my spouse is,high,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
HS or less,less than college,white,US citizen,US born,either,yes,yes,NA,NA,NA,28.57,NA,no,NA,NA,south,S,English,female,66,NA,Do not know,very conservative,my spouse is,NA,women,no difference,men,men,women,men,men,women,NA,men,men,women,men,men
two year college,less than college,white,US citizen,US born,either,yes,no,NA,61,29.41,100,no,yes,no,NA,west,S,English,male,47,Republica,Republican,NA,my spouse is,high,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
graduate,college,white,US citizen,US born,either,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,south,S,English,male,73,Republica,Democrat,NA,my spouse is,NA,men,no difference,men,men,women,NA,men,men,NA,men,men,women,NA,men
HS or less,less than college,white,US citizen,US born,either,yes,yes,NA,94,47.06,NA,yes,NA,no,NA,south,S,English,female,84,Republica,Republican,NA,my spouse is,NA,women,no difference,NA,women,women,women,men,women,NA,NA,women,women,women,men
graduate,college,white,US citizen,US born,either,NA,NA,71.43,NA,17.65,64.29,NA,yes,no,yes,west,S,English,female,82,Republica,Republican,NA,my spouse is,NA,no difference,no difference,women,men,no difference,no difference,men,NA,NA,women,men,NA,NA,men
four year college,college,white,US citizen,US born,boy,yes,no,21.43,NA,58.82,100,NA,yes,yes,no,west,R,English,female,71,Republica,Republican,NA,my spouse is,low,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
graduate,college,white,US citizen,US born,boy,yes,yes,NA,NA,35.29,57.14,NA,yes,no,NA,west,U,English,female,84,Republica,Do not know,NA,yes both,low,no difference,no difference,no difference,men,men,no difference,men,NA,NA,NA,men,men,NA,men
four year college,college,Others,US citizen,US born,girl,no,yes,21.43,89,29.41,71.43,yes,yes,no,no,west,S,English,female,53,NA,Republican,NA,my spouse is,low,no difference,no difference,women,women,women,women,no difference,NA,NA,women,women,women,women,NA
HS or less,less than college,white,US citizen,US born,boy,yes,yes,35.71,61,29.41,85.71,no,yes,no,no,west,U,English,male,42,NA,Republican,NA,yes I am,NA,no difference,no difference,no difference,no difference,no difference,no difference,men,NA,NA,NA,NA,NA,NA,men
HS or less,less than college,white,US citizen,US born,boy,NA,NA,NA,50,47.06,100,no,yes,no,NA,south,U,English,female,36,Republica,Republican,NA,yes both,NA,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
HS or less,less than college,NA,US citizen,US born,either,NA,NA,NA,78,58.82,28.57,yes,no,yes,NA,south,U,English,male,25,Republica,Republican,NA,no,NA,no difference,men,men,men,women,women,men,NA,men,men,men,women,women,men
graduate,college,white,US citizen,US born,either,yes,yes,50,NA,52.94,50,NA,yes,yes,no,west,U,English,male,72,Republica,Do not know,very conservative,yes both,NA,no difference,women,men,no difference,women,women,men,NA,women,men,NA,women,women,men
two year college,less than college,white,US citizen,US born,boy,yes,no,NA,78,52.94,100,yes,yes,yes,NA,North East,S,English,female,57,Republica,Republican,NA,yes both,NA,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
two year college,less than college,white,US citizen,US born,boy,yes,yes,64.29,67,52.94,NA,no,NA,yes,NA,west,U,English,female,56,Republica,Republican,NA,yes both,NA,NA,no difference,men,men,women,women,men,NA,NA,men,men,women,women,men
graduate,college,white,US citizen,US born,girl,yes,yes,28.57,78,35.29,100,yes,yes,no,no,west,S,English,male,56,Republica,Republican,NA,my spouse is,NA,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
HS or less,less than college,white,US citizen,US born,boy,no,yes,NA,72,52.94,28.57,NA,no,yes,NA,North East,U,English,male,52,NA,Democrat,NA,yes both,NA,women,women,women,men,women,men,men,women,women,women,men,women,men,men
two year college,less than college,white,US citizen,US born,girl,no,yes,NA,67,NA,57.14,no,yes,NA,NA,midwest,U,English,male,19,Democrat,NA,NA,yes both,NA,women,no difference,no difference,no difference,women,men,men,women,NA,NA,NA,women,men,men
two year college,less than college,white,US citizen,US born,NA,yes,yes,42.86,72,29.41,71.43,NA,yes,no,no,south,U,English,female,35,Republica,Republican,NA,yes I am,NA,no difference,no difference,no difference,men,no difference,no difference,men,NA,NA,NA,men,NA,NA,men
four year college,college,NA,Not US citizen,Not US born,either,yes,yes,NA,33,11.76,71.43,no,yes,no,NA,south,S,Spanish,female,37,NA,Do not know,conservative,yes both,NA,women,women,men,no difference,no difference,no difference,no difference,women,women,men,NA,NA,NA,NA
two year college,less than college,white,US citizen,US born,boy,yes,no,NA,72,29.41,92.86,NA,yes,no,NA,west,U,English,female,32,NA,Republican,NA,my spouse is,NA,women,no difference,no difference,no difference,no difference,no difference,no difference,women,NA,NA,NA,NA,NA,NA
two year college,less than college,white,US citizen,US born,boy,no,yes,NA,NA,35.29,7.14,NA,no,no,NA,south,S,English,male,82,Republica,Republican,NA,my spouse is,NA,men,men,women,men,men,men,men,men,men,women,men,men,men,men
HS or less,less than college,white,US citizen,US born,boy,yes,no,NA,50,82.35,42.86,no,NA,yes,NA,south,S,English,female,60,Republica,Republican,NA,yes I am,NA,no difference,no difference,men,men,no difference,men,men,NA,NA,men,men,NA,men,men
HS or less,less than college,white,US citizen,US born,boy,NA,NA,35.71,50,35.29,57.14,no,yes,no,no,south,U,English,male,39,Republica,Republican,NA,yes both,NA,no difference,no difference,no difference,men,no difference,men,men,NA,NA,NA,men,NA,men,men
graduate,college,white,US citizen,US born,either,yes,yes,NA,78,41.18,100,yes,yes,no,NA,west,U,English,male,40,Republica,Republican,NA,yes both,NA,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
four year college,college,white,US citizen,US born,boy,NA,NA,14.29,72,58.82,85.71,NA,yes,yes,no,south,S,English,male,27,Democrat,Do not know,conservative,yes both,NA,no difference,no difference,men,no difference,no difference,no difference,no difference,NA,NA,men,NA,NA,NA,NA
four year college,college,white,US citizen,US born,either,yes,no,NA,78,64.71,35.71,yes,no,yes,NA,south,U,English,female,43,Republica,Republican,NA,my spouse is,NA,women,women,men,women,women,women,men,women,women,men,women,women,women,men
four year college,college,white,US citizen,US born,boy,NA,NA,NA,94,29.41,85.71,yes,yes,no,NA,south,U,English,male,43,Republica,Republican,NA,my spouse is,NA,no difference,no difference,no difference,no difference,no difference,no difference,men,NA,NA,NA,NA,NA,NA,men
four year college,college,white,US citizen,US born,either,NA,NA,50,72,35.29,57.14,NA,yes,no,no,midwest,S,English,male,58,Republica,Do not know,very conservative,my spouse is,high,no difference,women,men,women,women,no difference,women,NA,women,men,women,women,NA,women
two year college,less than college,white,US citizen,US born,girl,yes,yes,35.71,44,29.41,14.29,no,no,no,no,midwest,S,English,female,32,Republica,Do not know,very conservative,my spouse is,high,men,men,women,women,men,men,men,men,men,women,women,men,men,men
HS or less,less than college,white,US citizen,US born,girl,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,south,U,English,female,53,Republica,Republican,NA,my spouse is,NA,women,no difference,NA,men,women,no difference,men,women,NA,NA,men,women,NA,men
four year college,college,white,US citizen,US born,NA,no,yes,100,NA,17.65,92.86,NA,yes,no,yes,North East,S,English,female,70,Republica,Do not know,very conservative,my spouse is,high,no difference,no difference,women,no difference,no difference,no difference,no difference,NA,NA,women,NA,NA,NA,NA
four year college,college,white,US citizen,US born,girl,yes,yes,71.43,NA,47.06,78.57,NA,yes,no,yes,west,U,English,female,64,Republica,Republican,NA,my spouse is,high,no difference,no difference,no difference,women,no difference,no difference,men,NA,NA,NA,women,NA,NA,men
four year college,college,black,US citizen,US born,girl,yes,yes,35.71,61,64.71,35.71,no,no,yes,no,midwest,S,English,female,40,Republica,Democrat,NA,no,high,men,women,women,men,women,women,women,men,women,women,men,women,women,women
graduate,college,white,US citizen,US born,boy,yes,no,NA,89,41.18,35.71,yes,no,no,NA,south,R,English,male,47,Republica,Democrat,NA,yes both,high,no difference,men,women,women,women,men,men,NA,men,women,women,women,men,men
four year college,college,white,US citizen,US born,girl,NA,NA,NA,56,47.06,100,no,yes,no,NA,west,U,English,male,26,Republica,Do not know,conservative,yes both,NA,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
four year college,college,white,US citizen,US born,either,yes,yes,64.29,78,41.18,57.14,yes,yes,no,NA,west,R,English,female,52,Republica,Republican,NA,yes both,NA,no difference,women,women,men,no difference,no difference,men,NA,women,women,men,NA,NA,men
graduate,college,white,US citizen,US born,either,yes,yes,NA,NA,58.82,50,NA,yes,yes,NA,south,U,English,female,77,Republica,Do not know,NA,yes both,high,no difference,women,women,women,women,women,men,NA,women,women,women,women,women,men
graduate,college,white,US citizen,US born,either,yes,yes,NA,72,35.29,78.57,NA,yes,no,NA,south,U,English,female,41,Republica,Republican,NA,yes I am,low,women,no difference,no difference,no difference,no difference,no difference,men,women,NA,NA,NA,NA,NA,men
graduate,college,white,US citizen,US born,either,NA,NA,NA,61,52.94,64.29,no,yes,yes,NA,midwest,U,English,female,51,Republica,Democrat,NA,yes both,high,women,women,women,women,women,no difference,no difference,women,women,women,women,women,NA,NA
HS or less,less than college,white,US citizen,US born,boy,yes,yes,25,72,58.82,100,NA,yes,yes,no,south,U,English,male,31,Democrat,Democrat,NA,my spouse is,high,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
two year college,less than college,white,US citizen,US born,either,NA,NA,NA,61,17.65,100,no,yes,no,NA,midwest,R,English,female,20,Democrat,Democrat,NA,NA,NA,no difference,no difference,no difference,no difference,no difference,no difference,no difference,NA,NA,NA,NA,NA,NA,NA
four year college,college,white,US citizen,US born,either,yes,yes,NA,NA,52.94,50,NA,yes,yes,NA,south,S,English,female,69,Republica,Republican,NA,my spouse is,high,women,women,no difference,men,women,no difference,men,women,women,NA,men,women,NA,men
HS or less,less than college,white,US citizen,US born,either,yes,yes,42.86,100,NA,50,yes,yes,NA,no,south,U,English,male,72,Republica,Democrat,NA,yes both,NA,men,women,no difference,women,women,women,women,men,women,NA,women,women,women,women
graduate,college,white,US citizen,US born,girl,no,yes,14.29,67,47.06,71.43,no,yes,no,no,North East,U,English,male,47,Republica,Republican,NA,yes both,NA,no difference,no difference,men,no difference,no difference,no difference,men,NA,NA,men,NA,NA,NA,men
four year college,college,black,US citizen,US born,either,NA,NA,NA,67,52.94,78.57,no,yes,yes,NA,west,U,English,male,62,Republica,Democrat,NA,yes both,NA,women,women,women,no difference,no difference,no difference,no difference,women,women,women,NA,NA,NA,NA
four year college,college,white,US citizen,US born,either,NA,NA,NA,78,52.94,71.43,yes,yes,yes,NA,North East,S,English,female,99,Republica,Do not know,conservative,yes both,NA,no difference,no difference,women,women,no difference,no difference,men,NA,NA,women,women,NA,NA,men
HS or less,less than college,white,US citizen,US born,NA,NA,NA,NA,78,52.94,78.57,yes,yes,yes,NA,midwest,S,English,male,45,Republica,Republican,NA,yes both,high,no difference,women,no difference,women,women,no difference,no difference,NA,women,NA,women,women,NA,NA
HS or less,less than college,NA,US citizen,US born,girl,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,west,U,English,female,81,Republica,Democrat,NA,yes both,high,NA,men,men,men,women,women,men,NA,men,men,men,women,women,men
two year college,less than college,white,US citizen,US born,boy,yes,yes,35.71,67,29.41,7.14,no,no,no,no,south,R,English,male,48,Republica,Republican,NA,no,NA,men,men,women,men,men,men,men,men,men,women,men,men,men,men
two year college,less than college,white,US citizen,US born,NA,NA,NA,64.29,NA,58.82,78.57,NA,yes,yes,NA,North East,U,English,male,64,Republica,Democrat,NA,NA,NA,no difference,no difference,women,no difference,women,no difference,women,NA,NA,women,NA,women,NA,women
HS or less,less than college,white,US citizen,US born,boy,no,yes,NA,NA,58.82,42.86,NA,NA,yes,NA,south,R,English,female,61,Republica,Do not know,conservative,yes both,NA,no difference,women,women,men,women,women,men,NA,women,women,men,women,women,men
HS or less,less than college,white,US citizen,US born,girl,no,yes,7.14,NA,70.59,14.29,NA,no,yes,no,south,S,English,male,59,Republica,Republican,NA,my spouse is,high,men,no difference,men,men,men,men,men,men,NA,men,men,men,men,men
two year college,less than college,white,US citizen,US born,either,yes,yes,NA,78,NA,35.71,yes,no,NA,NA,midwest,R,English,female,45,Republica,Do not know,NA,yes both,high,women,women,women,men,women,women,men,women,women,women,men,women,women,men
HS or less,less than college,white,Not US citizen,Not US born,boy,yes,yes,35.71,83,70.59,0,yes,no,yes,no,west,U,Spanish,male,30,NA,Democrat,NA,my spouse is,low,men,men,men,men,men,men,men,men,men,men,men,men,men,men
HS or less,less than college,white,US citizen,US born,boy,yes,yes,42.86,NA,23.53,35.71,NA,no,no,no,North East,U,English,female,35,NA,Do not know,conservative,yes both,NA,no difference,no difference,men,men,men,women,men,NA,NA,men,men,men,women,men
two year college,less than college,white,US citizen,US born,boy,NA,NA,NA,78,52.94,71.43,yes,yes,yes,NA,south,U,English,female,21,Republica,Democrat,NA,no,NA,no difference,women,women,no difference,women,women,no difference,NA,women,women,NA,women,women,NA
HS or less,less than college,white,US citizen,US born,boy,yes,yes,NA,56,NA,92.86,no,yes,NA,NA,North East,S,English,male,19,Democrat,Do not know,NA,yes both,NA,no difference,no difference,no difference,no difference,women,no difference,no difference,NA,NA,NA,NA,women,NA,NA
two year college,less than college,white,US citizen,US born,boy,NA,NA,21.43,78,70.59,28.57,yes,no,yes,no,west,S,English,male,59,Republica,Republican,NA,my spouse is,high,men,women,women,men,no difference,men,men,men,women,women,men,NA,men,men
